Name,Header,Library,Source,Specification
posix_spawnattr_getsigmask,,,,
posix_spawnattr_init,,,,
posix_spawnattr_setflags,,,,
posix_spawnattr_setpgroup,,,,
posix_spawnattr_setschedparam,,,,
posix_spawnattr_setschedpolicy,,,,
posix_spawnattr_setsigdefault,,,,
posix_spawnattr_setsigmask,,,,
posix_spawnp,,,,
posix_trace_attr_destroy,,,,
posix_trace_attr_getclockres,,,,
posix_trace_attr_getcreatetime,,,,
posix_trace_attr_getgenversion,,,,
posix_trace_attr_getinherited,,,,
posix_trace_attr_getlogfullpolicy,,,,
posix_trace_attr_getlogsize,,,,
posix_trace_attr_getmaxdatasize,,,,
posix_trace_attr_getmaxsystemeventsize,,,,
posix_trace_attr_getmaxusereventsize,,,,
posix_trace_attr_getname,,,,
posix_trace_attr_getstreamfullpolicy,,,,
posix_trace_attr_getstreamsize,,,,
posix_trace_attr_init,,,,
posix_trace_attr_setinherited,,,,
posix_trace_attr_setlogfullpolicy,,,,
posix_trace_attr_setlogsize,,,,
posix_trace_attr_setmaxdatasize,,,,
posix_trace_attr_setname,,,,
posix_trace_attr_setstreamfullpolicy,,,,
posix_trace_attr_setstreamsize,,,,
posix_trace_clear,,,,
posix_trace_close,,,,
posix_trace_create,,,,
posix_trace_create_withlog,,,,
posix_trace_event,,,,
posix_trace_eventid_equal,,,,
posix_trace_eventid_get_name,,,,
posix_trace_eventid_open,,,,
posix_trace_eventset_add,,,,
posix_trace_eventset_del,,,,
posix_trace_eventset_empty,,,,
posix_trace_eventset_fill,,,,
posix_trace_eventset_ismember,,,,
posix_trace_eventtypelist_getnext_id,,,,
posix_trace_eventtypelist_rewind,,,,
posix_trace_flush,,,,
posix_trace_get_attr,,,,
posix_trace_get_filter,,,,
posix_trace_get_status,,,,
posix_trace_getnext_event,,,,
posix_trace_open,,,,
posix_trace_rewind,,,,
posix_trace_set_filter,,,,
posix_trace_shutdown,,,,
posix_trace_start,,,,
posix_trace_stop,,,,
posix_trace_timedgetnext_event,,,,
posix_trace_trid_eventid_open,,,,
posix_trace_trygetnext_event,,,,
posix_typed_mem_get_info,,,,
posix_typed_mem_open,,,,
pow,math.h,libm,,C89
powf,math.h,libm,,C99
powl,math.h,libm,,C99
pread,unistd.h,,,
printf,stdio.h,libc,,C89
pselect,,,,
psiginfo,,,,
psignal,,,,
pthread_atfork,pthread.h,libpthread,,
pthread_attr_destroy,pthread.h,libpthread,,
pthread_attr_getdetachstate,pthread.h,libpthread,,
pthread_attr_getguardsize,pthread.h,libpthread,,
pthread_attr_getinheritsched,pthread.h,libpthread,,
pthread_attr_getschedparam,pthread.h,libpthread,,
pthread_attr_getschedpolicy,pthread.h,libpthread,,
pthread_attr_getscope,pthread.h,libpthread,,
pthread_attr_getstack,pthread.h,libpthread,,
pthread_attr_getstacksize,pthread.h,libpthread,,UNIX
pthread_attr_init,pthread.h,libpthread,,
pthread_attr_setdetachstate,pthread.h,libpthread,,
pthread_attr_setguardsize,pthread.h,libpthread,,
pthread_attr_setinheritsched,pthread.h,libpthread,,
pthread_attr_setschedparam,pthread.h,libpthread,,
pthread_attr_setschedpolicy,pthread.h,libpthread,,
pthread_attr_setscope,pthread.h,libpthread,,
pthread_attr_setstack,pthread.h,libpthread,,
pthread_attr_setstacksize,pthread.h,libpthread,,UNIX
pthread_barrier_destroy,pthread.h,libpthread,,
pthread_barrier_init,pthread.h,libpthread,,
pthread_barrier_wait,pthread.h,libpthread,,
pthread_barrierattr_destroy,pthread.h,libpthread,,
pthread_barrierattr_getpshared,pthread.h,libpthread,,
pthread_barrierattr_init,pthread.h,libpthread,,
pthread_barrierattr_setpshared,pthread.h,libpthread,,
pthread_cancel,pthread.h,libpthread,,
pthread_cleanup_pop,pthread.h,libpthread,,
pthread_cleanup_push,pthread.h,libpthread,,
pthread_cond_broadcast,pthread.h,libpthread,,
pthread_cond_destroy,pthread.h,libpthread,,
pthread_cond_init,pthread.h,libpthread,,
pthread_cond_signal,pthread.h,libpthread,,
pthread_cond_timedwait,pthread.h,libpthread,,
pthread_cond_wait,pthread.h,libpthread,,
pthread_condattr_destroy,pthread.h,libpthread,,
pthread_condattr_getclock,pthread.h,libpthread,,
pthread_condattr_getpshared,pthread.h,libpthread,,UNIX
pthread_condattr_init,pthread.h,libpthread,,
pthread_condattr_setclock,pthread.h,libpthread,,
pthread_condattr_setpshared,pthread.h,libpthread,,UNIX
pthread_create,pthread.h,libpthread,,
pthread_detach,pthread.h,libpthread,,
pthread_equal,pthread.h,libpthread,,
pthread_exit,pthread.h,libpthread,,
pthread_getconcurrency,pthread.h,libpthread,,UNIX
pthread_getcpuclockid,pthread.h,libpthread,,
pthread_getschedparam,pthread.h,libpthread,,
pthread_getspecific,pthread.h,libpthread,,
pthread_join,pthread.h,libpthread,,
pthread_key_create,pthread.h,libpthread,,
pthread_key_delete,pthread.h,libpthread,,
pthread_kill,pthread.h,libpthread,,
pthread_mutex_consistent,pthread.h,libpthread,,
pthread_mutex_destroy,pthread.h,libpthread,,
pthread_mutex_getprioceiling,pthread.h,libpthread,,
pthread_mutex_init,pthread.h,libpthread,,
pthread_mutex_lock,pthread.h,libpthread,,
pthread_mutex_setprioceiling,pthread.h,libpthread,,
pthread_mutex_timedlock,pthread.h,libpthread,,
pthread_mutex_trylock,pthread.h,libpthread,,
pthread_mutex_unlock,pthread.h,libpthread,,
pthread_mutexattr_destroy,pthread.h,libpthread,,
pthread_mutexattr_getprioceiling,pthread.h,libpthread,,
pthread_mutexattr_getprotocol,pthread.h,libpthread,,
pthread_mutexattr_getpshared,pthread.h,libpthread,,UNIX
pthread_mutexattr_getrobust,pthread.h,libpthread,,
pthread_mutexattr_gettype,pthread.h,libpthread,,
pthread_mutexattr_init,pthread.h,libpthread,,
pthread_mutexattr_setprioceiling,pthread.h,libpthread,,
pthread_mutexattr_setprotocol,pthread.h,libpthread,,
pthread_mutexattr_setpshared,pthread.h,libpthread,,UNIX
pthread_mutexattr_setrobust,pthread.h,libpthread,,
pthread_mutexattr_settype,pthread.h,libpthread,,
pthread_once,pthread.h,libpthread,,
pthread_rwlock_destroy,pthread.h,libpthread,,
pthread_rwlock_init,pthread.h,libpthread,,
pthread_rwlock_rdlock,pthread.h,libpthread,,
pthread_rwlock_timedrdlock,pthread.h,libpthread,,
pthread_rwlock_timedwrlock,pthread.h,libpthread,,
pthread_rwlock_tryrdlock,pthread.h,libpthread,,
pthread_rwlock_trywrlock,pthread.h,libpthread,,
pthread_rwlock_unlock,pthread.h,libpthread,,
pthread_rwlock_wrlock,pthread.h,libpthread,,
pthread_rwlockattr_destroy,pthread.h,libpthread,,
pthread_rwlockattr_getpshared,pthread.h,libpthread,,UNIX
pthread_rwlockattr_init,pthread.h,libpthread,,
pthread_rwlockattr_setpshared,pthread.h,libpthread,,UNIX
pthread_self,pthread.h,libpthread,,
pthread_setcancelstate,pthread.h,libpthread,,
pthread_setcanceltype,pthread.h,libpthread,,
pthread_setconcurrency,pthread.h,libpthread,,UNIX
pthread_setschedparam,pthread.h,libpthread,,
pthread_setschedprio,pthread.h,libpthread,,
pthread_setspecific,pthread.h,libpthread,,
pthread_sigmask,pthread.h,libpthread,,
pthread_spin_destroy,pthread.h,libpthread,,
pthread_spin_init,pthread.h,libpthread,,
pthread_spin_lock,pthread.h,libpthread,,
pthread_spin_trylock,pthread.h,libpthread,,
pthread_spin_unlock,pthread.h,libpthread,,
pthread_testcancel,pthread.h,libpthread,,
ptsname,,,,UNIX
putc,stdio.h,libc,,C89
putc_unlocked,,libc,,
putchar,stdio.h,libc,,C89
putchar_unlocked,,libc,,
putenv,stdlib.h,libc,,UNIX
putmsg,,,,UNIX
putpmsg,,,,UNIX
puts,stdio.h,libc,,C89
pututxline,,,,UNIX
putwc,wchar.h,libc,,C95
putwchar,wchar.h,libc,,C95
pwrite,unistd.h,,,
qsort,stdlib.h,libc,misc/array.c,C89
raise,signal.h,libc,,C89
rand,stdlib.h,libc,misc/rand.c,C89
rand_r,stdlib.h,libc,,UNIX
random,stdlib.h,libc,,UNIX
read,unistd.h,,,
readdir,dirent.h,,,POSIX&UNIX
readdir_r,dirent.h,,,
readlink,unistd.h,libc,,POSIX&UNIX
readlinkat,unistd.h,,,
readv,sys/uio.h,,,UNIX
realloc,stdlib.h,libc,,C89
realpath,,,,UNIX
recv,sys/socket.h,,,POSIX&UNIX
recvfrom,sys/socket.h,,,POSIX&UNIX
recvmsg,sys/socket.h,,,POSIX&UNIX
regcomp,regex.h,,,POSIX&UNIX
regerror,regex.h,,,POSIX&UNIX
regexec,regex.h,,,POSIX&UNIX
regfree,regex.h,,,POSIX&UNIX
remainder,math.h,libm,,C99
remainderf,math.h,libm,,C99
remainderl,math.h,libm,,C99
remove,stdio.h,libc,,C89
remque,search.h ,,,UNIX
remquo,math.h,libm,,C99
remquof,math.h,libm,,C99
remquol,math.h,libm,,C99
rename,stdio.h,libc,,C89
renameat,,,,
rewind,stdio.h,libc,,C89
rewinddir,dirent.h,,,POSIX&UNIX
rint,math.h,libm,,C99
rintf,math.h,libm,,C99
rintl,math.h,libm,,C99
rmdir,unistd.h,libc,,POSIX&UNIX
round,math.h,libm,,C99
roundf,math.h,libm,,C99
roundl,math.h,libm,,C99
scalbln,math.h,libm,,C99
scalblnf,math.h,libm,,C99
scalblnl,math.h,libm,,C99
scalbn,math.h,libm,,C99
scalbnf,math.h,libm,,C99
scalbnl,math.h,libm,,C99
scandir,,,,
scanf,stdio.h,libc,libio/scanf.c,C89
sched_get_priority_max,,,,
sched_get_priority_min,,,,
sched_getparam,,,,
sched_getscheduler,,,,
sched_rr_get_interval,,,,
sched_setparam,,,,
sched_setscheduler,,,,
sched_yield,,,,
seed48,stdlib.h,libc,xopen/rand48.c,UNIX
seekdir,dirent.h,,,UNIX
select,sys/select.h,libc,,POSIX&UNIX
sem_close,,,,
sem_destroy,,,,
sem_getvalue,,,,
sem_init,,,,
sem_open,,,,
sem_post,,,,
sem_timedwait,,,,
sem_trywait,,,,
sem_unlink,,,,
sem_wait,,,,
semctl,sys/sem.h,,,UNIX
semget,sys/sem.h,,,UNIX
semop,sys/sem.h,,,UNIX
send,sys/socket.h,,,POSIX&UNIX
sendmsg,sys/socket.h,,,POSIX&UNIX
sendto,sys/socket.h,,,POSIX&UNIX
setbuf,stdio.h,libc,,C89
setegid,unistd.h,,,
setenv,stdlib.h,libc,,
seteuid,unistd.h,,,
setgid,unistd.h,libc,,POSIX&UNIX
setgrent,,,,UNIX
sethostent,,,,POSIX&UNIX
setitimer,,,,UNIX
setjmp,setjmp.h,libc,,C89
setkey,,,,
setlocale,locale.h,libc,,C89
setlogmask,syslog.h,,,UNIX
setnetent,,,,POSIX&UNIX
setpgid,unistd.h,libc,,POSIX&UNIX
setpgrp,unistd.h,libc,,UNIX
setpriority,,,,UNIX
setprotoent,,,,POSIX&UNIX
setpwent,,,,UNIX
setregid,unistd.h,libc,,UNIX
setreuid,unistd.h,libc,,UNIX
setrlimit,,,,UNIX
setservent,,,,POSIX&UNIX
setsid,,,,POSIX&UNIX
setsockopt,,,,POSIX&UNIX
setstate,,,,UNIX
setuid,unistd.h,libc,,POSIX&UNIX
setutxent,,,,UNIX
setvbuf,stdio.h,libc,,C89
shm_open,sys/mman.h,libc,,
shm_unlink,sys/mman.h,libc,,
shmat,sys/shm.h,libc,,UNIX
shmctl,sys/shm.h,libc,,UNIX
shmdt,sys/shm.h,libc,,UNIX
shmget,sys/shm.h,libc,,UNIX
shutdown,,,,POSIX&UNIX
sigaction,signal.h,libc,,POSIX&UNIX
sigaddset,signal.h,libc,,POSIX&UNIX
sigaltstack,signal.h,libc,,UNIX
sigdelset,signal.h,libc,,POSIX&UNIX
sigemptyset,signal.h,libc,,POSIX&UNIX
sigfillset,signal.h,libc,,POSIX&UNIX
sighold,signal.h,libc,,UNIX
sigignore,signal.h,libc,,UNIX
siginterrupt,signal.h,libc,,UNIX
sigismember,signal.h,libc,,POSIX&UNIX
siglongjmp,,,,POSIX&UNIX
signal,signal.h,libc,,C89
signbit,math.h,libm,,C99
signgam,,,,
sigpause,signal.h,libc,,UNIX
sigpending,signal.h,libc,,POSIX&UNIX
sigprocmask,signal.h,libc,,
sigqueue,signal.h,libc,,
sigrelse,,,,UNIX
sigset,,,,UNIX
sigsetjmp,,,,POSIX&UNIX
sigsuspend,signal.h,libc,,POSIX&UNIX
sigtimedwait,signal.h,libc,,
sigwait,signal.h,libc,,POSIX&UNIX
sigwaitinfo,signal.h,libc,,
sin,math.h,libm,,C89
sinf,math.h,libm,,C99
sinh,math.h,libm,,C89
sinhf,math.h,libm,,C99
sinhl,math.h,libm,,C99
sinl,math.h,libm,,C99
sleep,unistd.h,libc,,POSIX&UNIX
snprintf,stdio.h,libc,libc/printf.c,C99
sockatmark,,,,
socket,sys/socket.h,,,POSIX&UNIX
socketpair,,,,POSIX&UNIX
sprintf,stdio.h,libc,libc/printf.c,C89
sqrt,math.h,libm,,C89
sqrtf,math.h,libm,,C99
sqrtl,math.h,libm,,C99
srand48,stdlib.h,libc,xopen/rand48.c,UNIX
srand,stdlib.h,libc,misc/rand.c,C89
srandom,stdlib.h,libc,,UNIX
sscanf,stdio.h,libc,libio/scanf.c,C89
stat,sys/stat.h,,,POSIX&UNIX
statvfs,sys/statvfs.h,,,
stderr,stdio.h,libc,,C89
stdin,stdio.h,libc,,C89
stdout,stdio.h,libc,,C89
stpcpy,string.h,libc,,
stpncpy,string.h,libc,,
strcasecmp,string.h,libc,,
strcasecmp_l,string.h,libc,,
strcat,string.h,libc,,C89
strchr,string.h,libc,,C89
strcmp,string.h,libc,,C89
strcoll,string.h,libc,,C89
strcoll_l,string.h,libc,,
strcpy,string.h,libc,,C89
strcspn,string.h,libc,,C89
strdup,string.h,libc,,
strerror,string.h,libc,,C89
strerror_l,string.h,libc,,
strerror_r,string.h,libc,,
strfmon,monetary.h,libc,,
strfmon_l,monetary.h,libc,,
strftime,time.h,libc,,C89
strftime_l,time.h,libc,,
strlen,string.h,libc,,C89
strncasecmp,string.h,libc,,
strncasecmp_l,string.h,libc,,
strncat,string.h,libc,,C89
strncmp,string.h,libc,,C89
strncpy,string.h,libc,,C89
strndup,string.h,libc,,
strnlen,string.h,libc,,
strpbrk,string.h,libc,,C89
strptime,time.h,,,UNIX
strrchr,string.h,libc,,C89
strsignal,string.h,,,
strspn,string.h,libc,,C89
strstr,string.h,libc,,C89
strtod,stdlib.h,libc,,C89
strtof,stdlib.h,libc,,C99
strtoimax,inttypes.h,libc,,C99
strtok,string.h,libc,,C89
strtok_r,string.h,libc,,
strtol,stdlib.h,libc,,C89
strtold,stdlib.h,libc,,C99
strtoll,stdlib.h,libc,,C99
strtoul,stdlib.h,libc,,C89
strtoull,stdlib.h,libc,,C99
strtoumax,inttypes.h,libc,,C99
strxfrm,string.h,libc,,C89
strxfrm_l,string.h,libc,,
swab,unistd.h,libc,,UNIX
swprintf,wchar.h,libc,libc/wprintf.c,C95
swscanf,wchar.h,libc,libio/wscanf.c,C95
symlink,unistd.h,libc,,POSIX&UNIX
symlinkat,unistd.h,,,
sync,unistd.h,libc,,UNIX
sysconf,unistd.h,libc,,POSIX&UNIX
syslog,syslog.h,,,UNIX
system,stdlib.h,libc,,C89
tan,math.h,libm,,C89
tanf,math.h,libm,,C99
tanh,math.h,libm,,C89
tanhf,math.h,libm,,C99
tanhl,math.h,libm,,C99
tanl,math.h,libm,,C99
tcdrain,termios.h,,,POSIX&UNIX
tcflow,termios.h,,,POSIX&UNIX
tcflush,termios.h,,,POSIX&UNIX
tcgetattr,termios.h,,,POSIX&UNIX
tcgetpgrp,unistd.h,libc,,POSIX&UNIX
tcgetsid,termios.h,,,
tcsendbreak,termios.h,,,POSIX&UNIX
tcsetattr,termios.h,,,POSIX&UNIX
tcsetpgrp,unistd.h,libc,,POSIX&UNIX
tdelete,search.h,,,UNIX
telldir,dirent.h,libc,,UNIX
tempnam,stdio.h,libc,,UNIX
tfind,search.h,,,UNIX
tgamma,math.h,libm,,C99
tgammaf,math.h,libm,,C99
tgammal,math.h,libm,,C99
time,time.h,libc,,C89
timer_create,time.h,,,
timer_delete,time.h,,,
timer_getoverrun,time.h,,,
timer_gettime,time.h,,,
timer_settime,time.h,,,
times,sys\times.h,,,POSIX&UNIX
timezone,time.h,libc,,UNIX
tmpfile,stdio.h,libc,,C89
tmpnam,stdio.h,libc,,C89
toascii,ctype.h,libc,,UNIX
tolower,ctype.h,libc,,C89
tolower_l,wchar.h,libc,,
toupper,ctype.h,libc,,C89
toupper_l,wchar.h,libc,,
towctrans,wchar.h,libc,,C95
towctrans_l,wchar.h,libc,,
towlower,wchar.h,libc,,C95
towlower_l,wchar.h,libc,,
towupper,wchar.h,libc,,C95
towupper_l,wchar.h,libc,,
trunc,math.h,libm,,C99
truncate,unistd.h,libc,,
truncf,math.h,libm,,C99
truncl,math.h,libm,,C99
tsearch,search.h,,,UNIX
ttyname,unistd.h,,,
ttyname_r,unistd.h,,,
twalk,search.h,,,UNIX
tzname,time.h,libc,,
tzset,time.h,libc,,
ulimit,,,,UNIX
umask,,,,POSIX&UNIX
uname,,,,POSIX&UNIX
ungetc,stdio.h,libc,,C89
ungetwc,wchar.h,libc,,C95
unlink,unistd.h,libc,,POSIX&UNIX
unlinkat,unistd.h,,,
unlockpt,,,,UNIX
unsetenv,stdlib.h,libc,,
uselocale,locale.h,libc,,
utime,,,,POSIX&UNIX
utimensat,,,,
utimes,,,,UNIX
va_arg,stdarg.h,,,
va_copy,stdarg.h,,,
va_end,stdarg.h,,,
va_start,stdarg.h,,,
vdprintf,stdio.h,libc,,
vfprintf,stdio.h,libc,libio/vfprintf.c,POSIX&UNIX
vfscanf,stdio.h,libc,libio/vfscanf.c,C99
vfwprintf,wchar.h,libc,libio/vfprintf.c,C95
vfwscanf,wchar.h,libc,libio/vfscanf.c,C99
vprintf,stdio.h,libc,libc/printf.c,C89
vscanf,stdio.h,libc,libio/scanf.c,C99
vsnprintf,stdio.h,libc,libc/printf.c,C99
vsprintf,stdio.h,libc,libc/printf.c,C89
vsscanf,stdio.h,libc,libio/scanf.c,C99
vswprintf,wchar.h,libc,libc/wprintf.c,C95
vswscanf,wchar.h,libc,libio/wscanf.c,C99
vwprintf,wchar.h,libc,libc/wprintf.c,C95
vwscanf,wchar.h,libc,libio/wscanf.c,C99
wait,sys\wait.h,libc,,POSIX&UNIX
waitid,sys\wait.h,libc,,
waitpid,sys\wait.h,libc,,POSIX&UNIX
wcpcpy,wchar.h,libc,,
wcpncpy,wchar.h,libc,,
wcrtomb,wchar.h,libc,string/tchar.c,C95
wcscasecmp,wchar.h,libc,,
wcscasecmp_l,wchar.h,libc,,
wcscat,wchar.h,libc,,C95
wcschr,wchar.h,libc,,C95
wcscmp,wchar.h,libc,,C95
wcscoll,wchar.h,libc,,C95
wcscoll_l,wchar.h,libc,,
wcscpy,wchar.h,libc,,C95
wcscspn,wchar.h,libc,,C95
wcsdup,wchar.h,libc,,
wcsftime,wchar.h,libc,,C95
wcslen,wchar.h,libc,,C95
wcsncasecmp,wchar.h,libc,,
wcsncasecmp_l,wchar.h,libc,,
wcsncat,wchar.h,libc,,C95
wcsncmp,wchar.h,libc,,C95
wcsncpy,wchar.h,libc,,C95
wcsnlen,wchar.h,libc,,
wcsnrtombs,wchar.h,libc,,
wcspbrk,wchar.h,libc,,C95
wcsrchr,wchar.h,libc,,C95
wcsrtombs,wchar.h,libc,string/tchar.c,C95
wcsspn,wchar.h,libc,,C95
wcsstr,wchar.h,libc,,C95
wcstod,wchar.h,libc,,C95
wcstof,wchar.h,libc,,C99
wcstoimax,inttypes.h,libc,,C99
wcstok,wchar.h,libc,,C95
wcstol,wchar.h,libc,,C95
wcstold,wchar.h,libc,,C99
wcstoll,wchar.h,libc,,C99
wcstombs,stdlib.h,libc,string/tchar.c,C89
wcstoul,wchar.h,libc,,C95
wcstoull,wchar.h,libc,,C99
wcstoumax,inttypes.h,libc,,C99
wcswidth,wchar.h,libc,,UNIX
wcsxfrm,wchar.h,libc,,C95
wcsxfrm_l,wchar.h,libc,,
wctob,wchar.h,libc,misc/bwc.c,C95
wctomb,stdlib.h,libc,string/tchar.c,C89
wctrans,wchar.h,libc,,C95
wctrans_l,wchar.h,libc,,
wctype,wchar.h,libc,,C95
wctype_l,wchar.h,libc,,
wcwidth,wchar.h,libc,,UNIX
wmemchr,wchar.h,libc,,C95
wmemcmp,wchar.h,libc,,C95
wmemcpy,wchar.h,libc,,C95
wmemmove,wchar.h,libc,,C95
wmemset,wchar.h,libc,,C95
wordexp,wordexp.h,,,POSIX&UNIX
wordfree,wordexp.h,,,POSIX&UNIX
wprintf,wchar.h,libc,libc/wprintf.c,C95
write,unistd.h,libc,,
writev,sys/uio.h,,,UNIX
wscanf,wchar.h,libc,libio/wscanf.c,C95
y0,math.h,libm,,UNIX
y1,math.h,libm,,UNIX
yn,math.h,libm,,UNIX
